entity_type,original_id,duplicate_id,variation_type,field_name
Address,4598244b-f0bd-4405-a50d-d400a27ee80d,a33e3982-72b1-44ae-be4c-8d1f3d01fe38,omission,text
Address,853a9135-3ee2-451b-be88-c93319db1d7b,cd81a6dd-ac43-4ee7-8efa-b705a624f6ab,omission,text
Address,a4b0c73b-f74e-41a1-a2e5-b72606b9370b,a7d5abf4-985a-4a57-9a85-825d4ebd4adc,omission,text
Address,21ab9e3d-fdf4-4f09-bd87-d79311705ee3,8c5ba2dc-d55e-4dcb-8d57-43de643211d6,omission,text
Address,15f82b2f-bc89-4faf-8cf4-627782dcf736,68447eb9-d9a9-47aa-8955-c8fc84633d07,omission,text
Address,e31b328e-3a32-4205-9e26-b29d8615ad73,1e9b2e12-2f1b-4881-9cdc-57caaf519c07,omission,text
Address,f2aaaaf0-e8eb-4ae2-9bc1-c77afa29fad9,44181869-7e9b-4f32-a5fd-8fdf6fefce8f,omission,text
Address,2542cff6-0710-41c5-802e-3a7aa1515f1e,a1f17adf-d161-463c-9900-d2aeec611a93,omission,text
Address,335be677-df1b-425e-af66-be879a4c2227,5d41337e-02b8-4306-b7b8-9ad23b917f4f,omission,text
Address,700e6a4f-2543-43f8-b349-f09340601a0d,5d8a28f6-3040-4ca4-8f1a-5189b944ba36,omission,text
Address,b31190b6-21e4-4b25-adb2-bb78765d13de,b2bac522-dde3-403c-9a1e-f8d7e707208c,omission,text
Address,b098a39f-12e9-43c1-a33a-812367ac9755,104ec909-7f8e-483b-b04a-43d10b72eba6,omission,text
Address,c78ad66d-4a9b-4c00-992e-dd37379c05da,07550344-2087-4b86-b98c-4a2088a90676,omission,text
Address,3e903735-4716-4271-b69c-39b9a73d23a6,06379ea9-7a49-425d-91aa-d2db780e8dca,omission,text
Address,71494031-67ef-4e9e-803f-00347399a177,bd8032c2-cf87-4e50-99ca-38b99ed72e14,omission,text
Address,02299f58-9071-414d-b4f2-ba8e32fa6380,3fcfa9c8-939c-499e-9558-fff673b8bd53,omission,text
Address,a2c1e1d4-131b-4956-872a-5ac130c97d34,3e4900f9-b366-442d-baae-40e5961c0314,omission,text
Address,603fa8f0-1549-4dee-830b-4d6d9575d095,17cabbfc-c2b5-4867-ab8b-f765169c75b6,omission,text
Address,b9d2aef5-0fd2-4271-b440-d4eb03ed8da8,a497e16d-99e9-490d-b627-580cb976b8b0,omission,text
Address,aace1c9a-1c59-4fa1-b543-be48696b7284,311ac277-2901-4f2d-a4e3-f93938bd20e4,omission,text
Address,f84b85e7-da12-4d3a-bcaa-db1a7dcd07ad,11e2f0ba-36fd-46d6-ae35-9af5e149b84d,omission,text
Address,eedbba8b-0f83-41ee-b2ac-89bdb2998fa3,0b4e5cad-0167-4981-b4e0-87097d9b11fd,omission,text
Address,1ba43eaf-84f4-4346-9301-6d9e87d3b238,dc6744b1-bdfc-41ef-be96-723108f384cf,omission,text
ContactPoint,12f175ff-ae3b-46ec-9a27-d85888c132ad,67417046-0e32-4401-a6e0-ad05de66e857,omission,contactType
ContactPoint,eb21a3f6-e6fd-48e8-969c-91c278601602,f01e184c-a551-4665-86b2-fc8b65a58b44,omission,contactType
ContactPoint,122411e6-ba89-42dd-85e6-9ea9db66bfda,fc77b1ea-958c-4a47-b16d-40195bdf2602,omission,contactType
ContactPoint,0932f5b6-f11d-4ff7-8e37-05265582a3bd,347bd891-580f-485d-bc6a-f9eb6092aa5d,omission,contactType
ContactPoint,74151acc-f5a3-4893-bf7a-27482cbb93c2,fd8207e7-6a3c-4bd2-b98f-ed3441d145f6,omission,contactType
ContactPoint,9177b6d4-5f2e-4167-b13e-ceb14ad12b4c,9f499a70-6d76-4c8a-a6a5-d8c0759a3ef3,omission,contactType
ContactPoint,b4480761-505e-4c9b-8bc8-8bcf7b1d4049,ba47f459-45df-43f6-bb0f-d3ca2ce31932,omission,contactType
ContactPoint,57627626-2037-4089-b11f-a10a0b2975c6,25a49717-877d-4c80-989d-4dd305d637fc,omission,contactType
ContactPoint,7680891b-6bb6-404e-a0db-22d329e316ad,0ccec2e9-f324-4300-a050-a92b5c4ce7dc,omission,contactType
ContactPoint,29502326-7644-4183-9aab-d22d75ef8aab,676fe44e-2208-4a2d-978a-053c970c15bb,omission,contactType
ContactPoint,eec9fa67-4cc6-42fc-b006-ff85166a1a98,1f233f23-cf60-46fa-a95a-75f3934848de,omission,contactType
ContactPoint,42f81126-6c2c-40a7-a4e9-031675f80092,cc968d49-a875-44eb-918e-f8ea3e1c21b9,omission,contactType
ContactPoint,d41cc2bc-e335-4f8b-91d5-6acf680fe5e2,ac2c7c2b-7b49-4ac7-a35b-0486ce7e0b96,omission,contactType
ContactPoint,74286356-3c91-4458-a4b2-7e8301cbd9c2,80cf27b8-c1f1-4133-9293-ff8b7df8189e,omission,contactType
ContactPoint,091523be-650f-4375-a0fc-01e2bcd635cc,dd765259-7dad-4789-b16e-7adb3580d7a0,omission,contactType
ContactPoint,b5eca796-dc5f-4db7-87b5-2a8b0af01e69,17f0d583-b4ce-4cd7-a45a-b3466f44b2c7,omission,contactType
ContactPoint,5536212a-58d7-46da-8f01-3f4e73961f8e,d6565565-3194-43f9-90f5-094f92ef3437,omission,contactType
ContactPoint,c6d82ceb-a1ac-4d49-8d4d-daab72824622,bbf399dc-0e01-4529-9252-ea1563fab806,omission,contactType
ContactPoint,c784499d-6909-4290-9496-a305314a332e,7929ef68-74f3-4bdd-8008-db586f60f119,omission,contactType
ContactPoint,2a630fd1-71cf-439d-aa1f-ff41af1b7013,bb5713d6-f8fe-4ae9-a925-8284f837698c,omission,contactType
ContactPoint,e16e3336-77b1-4e21-bccc-c53ac36a4162,22b1b04d-ab9d-442a-90e5-f3f3df1a34be,omission,contactType
ContactPoint,84ddf869-b816-4f1a-9677-013ba8e19b83,4004000b-a76d-432b-9d62-93686bd3ae00,omission,contactType
ContactPoint,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9,8f570212-cca5-4211-825d-70f9747ee923,omission,contactType
ContactPoint,7df8b7f0-44a1-44d0-96df-fc21b1c2ed56,8841f559-de7e-4fb2-a33e-667323ffc152,omission,contactType
ContactPoint,80082244-1ac5-443b-b7dd-3c21e618d25d,6ecaab68-0318-4468-b52a-037edb6f108b,omission,contactType
ContactPoint,66ab247a-75fe-400c-8407-32b4ef1772f4,9fe98eda-7b1a-4281-b190-f4b463169c21,omission,contactType
ContactPoint,a1fa46f3-4668-4cdd-b5f9-8f4110a15299,2d48c9de-3a9c-423e-939b-4369cbf35db0,omission,contactType
ContactPoint,5aa970d9-801a-4ff7-a6cd-d662c4e813db,26ba0e4b-91ce-4e05-91bd-7d3a3be2aaef,omission,contactType
ContactPoint,d24f6919-7d1d-439e-b453-6a9b7ecbcd45,6d66d4dc-c84c-47a5-972c-3bb129da4c68,omission,contactType
ContactPoint,28986430-fabd-4787-bd5a-95ecc315c8b0,9c757eb3-777b-48e6-9c8e-e1ff6d85a29e,omission,contactType
ContactPoint,689f2d23-100a-4f24-8dd1-5beb5d98abc9,045c9306-9ab8-426d-93d3-ea2009107d7e,omission,contactType
ContactPoint,e9e1a3d1-1a12-4068-815c-77ed779571dd,b120f700-3613-4b47-b3a4-7949b5c1acba,omission,contactType
ContactPoint,5351c342-5b7c-48ed-b239-6f882516de06,96164d19-89be-4da8-8fc0-815b34dbff50,omission,contactType
ContactPoint,6efeb18f-aaa6-4ef9-bbb6-ba4c140ab78e,8b2dbdea-1aec-4721-aabb-ccb9a2438d36,omission,contactType
ContactPoint,4f5ab827-3b33-445b-952b-c38cce0790d7,0ecca584-37e4-477e-b3d0-f8342862bcab,omission,contactType
ContactPoint,d7c5a147-ebd2-452e-b18f-3aee34a25626,6e40c579-e626-4af4-8711-d594d6b91c2e,omission,contactType
ContactPoint,46c91999-4187-4dc0-aa20-ccea22e87c8d,df33f572-fe57-4f17-a257-a03f8243c9e1,omission,contactType
ContactPoint,c40421fb-18fb-4f2c-9602-a43750ea62aa,8b2489dc-b3d7-43ff-ae9e-afbe30727427,omission,contactType
ContactPoint,9e3589b2-eb14-4394-bd70-57fbc7caa96b,8260507c-3898-469a-a006-7c52c46a10bf,omission,contactType
ContactPoint,b11826f6-66c3-400c-9cae-80b846695f55,721d486e-e142-4719-862e-dbf651e8e971,omission,contactType
ContactPoint,77059fa8-56be-4bee-a67c-4de762f8d20a,697a8770-ae3b-4dd7-aab0-0fc0e03ad5e2,omission,contactType
ContactPoint,c46e1738-790b-4990-a428-da2ed8900991,cd25a42c-3be1-43e0-82f5-3804ee002173,omission,contactType
ContactPoint,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,02609b19-2730-4c21-a291-17d763372b98,omission,contactType
ContactPoint,8e95ef6a-b675-4f65-b8e1-c5e6648b1a36,cc57a098-e4da-4183-9bfa-00a3acf8120b,omission,contactType
ContactPoint,6db16e7a-23e0-484e-bc30-9d334ea8c3b1,39e9ce86-bbb9-4421-a19c-68559d1aa22f,omission,contactType
ContactPoint,6278f95a-7438-4b47-aa83-c504ebbc854b,294bd3a3-2885-40d2-b904-81b194bb70c6,omission,contactType
ContactPoint,16b9315a-eea6-4d23-aaf3-913e301c8730,95741b2b-12c9-4928-a373-1d4f8087e2bd,omission,contactType
ContactPoint,3d550d82-be18-4b30-93b7-9970dd8159b8,a48e3124-e2bb-46b5-84d8-0ce9d02cfbf6,omission,contactType
ContactPoint,a76f80a9-1db9-4322-ad85-ceb25291b049,126d5423-3ce8-45eb-ac7b-ac4785b88e06,omission,contactType
ContactPoint,c23ce929-89bc-44b6-9da4-01e9b331cf4d,b08371a0-f646-4092-9a50-3c26953f0d36,omission,contactType
ContactPoint,8e13c327-b461-4c8f-ae16-25f34b4444b5,cb91f901-221f-4363-be14-654f0a33dea1,omission,contactType
ContactPoint,367cf088-7f4a-41b5-a72f-abab25edfea9,fe191b0d-d9af-4b63-a581-1887d5bc6c6f,omission,contactType
ContactPoint,af2dd8f0-1d19-4eec-929f-efba97bf86b3,b424ef80-7d37-42b4-8c08-5bc905f6b8b3,omission,contactType
ContactPoint,51b0a3c5-c9e7-4aba-b5da-3e50822bbc3d,828887ca-2e8f-4815-81b7-3bb4e8725300,omission,contactType
ContactPoint,a0e33935-f515-49fd-b68b-604992edb418,d4abe6c0-7429-4ed7-a41d-894cfdd4b926,omission,contactType
ContactPoint,8aa97d3f-bd63-47b3-9595-7c157d3e3711,35ad8aa4-deeb-46e2-80a9-465aee57235b,omission,contactType
ContactPoint,4d668807-a68f-4bb3-8cb6-cfc37e49eb8d,8d87d085-5e25-4c84-8ea0-87cae68eb463,omission,contactType
ContactPoint,d44b5548-066d-4e1e-a16b-347d9babbdab,a2c5d0fa-dbfd-40a5-aacd-d2902ac2e84d,omission,contactType
ContactPoint,089f8b86-b99e-43e5-a908-a3aa20adb06e,9c2e4d11-1ffd-4e33-b1b3-da1dd41ffcdf,omission,contactType
ContactPoint,31692d4e-9b24-4fa1-b264-5654489d80b6,fab249ae-6891-44a0-b67c-50cb343a34a4,omission,contactType
ContactPoint,51c756d4-6dda-4925-86d2-5fcc6714224c,2dffec7e-12f6-4584-aeed-a8dabb4eb32e,omission,contactType
ContactPoint,749ef679-c161-4767-b28a-85434a974df5,99559876-94e8-4262-82fa-2791690da6a1,omission,contactType
ContactPoint,8a624be8-c7e2-4825-8fd2-64ff06fb6410,08ca93f0-894a-4aaa-a855-fac81622a01d,omission,contactType
ContactPoint,3ab88289-7324-4b18-96b1-a336ba2831ca,342cf66d-f5a4-46ca-829f-973aff599e2b,omission,contactType
ContactPoint,b81b7f03-fb0a-4705-8e9a-a076faac8f76,bee6215d-8f9b-4d47-846d-3ecfc102e99c,omission,contactType
ContactPoint,e558abe1-7fc8-42e7-8a2d-e86e6910124a,49e4c157-0755-4648-8bf3-796d4ab3acd7,omission,contactType
ContactPoint,6706e199-9aaa-4aa8-9bec-11a0d5bccf5e,b0982ac2-beed-47a8-bd22-8dd643b91ee9,omission,contactType
ContactPoint,68f111c6-ddef-4680-9eb8-39597f119389,06d174aa-8b31-49c5-8ba9-443a06b5a3a5,omission,contactType
ContactPoint,f929fb27-3e4a-4540-b8b5-c1dece9c85a7,b1826049-f843-4cb8-9e71-677f9ee283ef,omission,contactType
ContactPoint,1010e768-13f1-4080-bc0d-d51a9e00559b,0dcc875a-2dab-4ee1-8149-4270bec64128,omission,contactType
ContactPoint,6b5bc344-01bb-47e2-bf69-cd8fa4b4da1c,e8b9a39d-0e49-4ece-80f2-d02033eb15a1,omission,contactType
ContactPoint,5e573ddd-6b60-4f72-948e-40eb1fe43d64,aa1d32af-a0aa-44b1-b071-2e7f1a5b85be,omission,contactType
ContactPoint,5073fc2b-c647-4e3c-8e19-967b8102ce40,2097863b-26dd-400a-ab98-98d1a22ede14,omission,contactType
ContactPoint,f714f11a-c923-4c39-80e9-889de42d1ba0,e5697a8d-22b0-4565-8047-2255e69da497,omission,contactType
ContactPoint,5aeb3613-9cc4-4f93-8fd9-ba8f6dc6e925,9765c886-f869-43c0-8f77-c3772ef9b3b3,omission,contactType
ContactPoint,76800d7a-bb11-4dbc-bd0f-8012f3cf3c33,64bded67-b6aa-4cd8-a417-d0ea92dfedd9,omission,contactType
ContactPoint,93c1d25b-124b-44fc-8571-605af163875c,7eca6343-f055-42e0-8f44-ca2fe2f96aca,omission,contactType
ContactPoint,2622126b-79e6-465b-85ac-ec616238495b,537579eb-f525-4d42-8f7b-d25e132015ae,omission,contactType
ContactPoint,ab8c6b16-cc35-4ea7-a17d-8ad2c9d9d2a6,a835a5ff-3b9b-4c14-b00d-751b376926d0,omission,contactType
ContactPoint,09237dcc-b77c-4af1-b5fa-5ae843ff4aa7,998acd59-17d0-4b6e-9c51-7b59d0a5dce3,omission,contactType
ContactPoint,918b59ec-2b6a-48a8-a8e1-19f70df23548,1961079b-15a2-4d31-a774-72acd2ac9688,omission,contactType
ContactPoint,b0ca76f7-17f9-4524-8332-ed33bba6e752,ed3782c9-694e-47bf-b812-828d7378bd44,omission,contactType
ContactPoint,87e87d1f-9af4-402a-8703-a4230fa8aee9,83d33684-7345-4b57-a47e-6cf61846cd72,omission,contactType
Person,f0df3c2c-4e1a-4d07-97da-4ef05765c8e6,4534d8c2-be89-40a7-bf96-32736d5ed5cc,omission,personName
Person,93515f5e-cfd3-42bf-8c31-47ab1f829322,0a35165c-7198-4e3b-80ae-a7d4b16186f3,omission,personName
Person,d72ccf24-5299-4133-babe-299e109e5540,feb444a8-6c28-43ec-9da6-1d0b44195e8d,omission,personName
Person,5fc0e4ef-28f4-424b-bfea-c215e21cc85f,a03f185f-da04-44ed-9e4c-7e73b5d7749e,omission,personName
Person,5d0857ae-1630-4516-bc90-c415a77cda6a,b1454330-14da-4bec-b0c5-fd16841efe7c,omission,personName
Person,63237dfd-5674-45be-b649-8a0e35da344b,4c97f999-e44f-48c2-93b1-da36fd289d99,omission,personName
Person,f19d1fdf-2fc5-4a25-8209-4e225ad2ea89,5f378fbf-bdbd-4987-8017-048aafb1c68a,omission,personName
Person,5af4c197-a7d5-4c9c-adb9-0017cbac30fd,a25f54fa-6536-4d3e-ad18-1bcbd91c4a76,omission,personName
Person,76a3d0f7-998d-476a-aac4-55c92f7a8e02,0797f5d9-e336-4904-b1ab-13bbc37c3e4f,omission,personName
Person,3bf56c91-c4ab-41df-8ed2-07d57378928b,c5759410-f00a-4654-ae1c-c61c3b1c876c,omission,personName
Person,cee87db3-fd33-4d0e-8d68-f5eb872bdd70,e351c22e-794e-4163-a266-4539119860b4,omission,personName
Person,ac2d7f4e-8a19-44df-9536-ded98fb34a1e,e36a1eda-9332-4725-8384-e26542bbf1bd,omission,personName
Person,d05520ae-7d7b-4f54-865d-4e2dccdeb3c4,95002d23-f0a7-4be0-81f6-c433798039d2,omission,personName
Person,0c4a89ce-0597-40f5-b096-840aec8dd76e,6581d23a-6336-494a-a366-c915c22dfe8d,omission,personName
Person,0395edd8-10a0-41e4-81bc-9e48e84ddfc8,053a0e21-7df6-4e24-937b-62b389266f31,omission,personName
Person,f47591bc-c718-4812-8ba6-6229d8191e6c,dfd6a41f-ce94-4169-bf27-dbcc908cd40f,omission,personName
Person,f17bd3a3-daa9-49ea-9a7d-036eb9339b1b,ccea12dc-47e1-4b62-9a54-58d2308c14be,omission,personName
Person,b86e8e83-0c8a-4413-a529-5cd14a21a277,7fabeff2-fbd0-4307-9299-5ea7863c3947,omission,personName
Person,ffdbf61f-bb4b-451f-b3aa-90815cabce60,3db44dfa-3606-46e8-bc0c-fb4db785db97,omission,personName
Person,aad57272-e76a-4639-9573-c7e5b1c59a0d,1bd6e116-0581-4356-ae73-c329d594ca3a,omission,personName
Person,9003698a-947f-4677-93d5-7a5d14b940d4,b945aa8b-301b-4117-9b68-0548c3dd08a4,omission,personName
Person,c5110450-1a4c-41e9-98ad-bd400497f2c6,7dfeb9b4-2b13-4f9f-8539-0683bdf60a94,omission,personName
Person,48ea5a56-7010-480a-af5c-18a85a12e96f,ee463814-f69f-4c1a-8140-2b58f23169b6,omission,personName
Person,8d9fc5bb-b04e-4114-92b2-52e20bef77b9,21f8497d-b5a8-4944-b9be-12e784d8fb33,omission,personName
Person,fec73137-0e94-4750-9858-ae084794f991,31e58074-8973-4d7a-8711-4a27340bf87c,omission,personName
Person,021d14e0-9899-43f4-b54d-f31abc6121cb,8a5fc86f-6ecc-43bf-b738-e6359bb1809c,omission,personName
Person,a1b05717-123e-48f3-a856-b84dac9ac64e,8ae7f755-4ef1-4aa1-ae34-fd96de1be6ce,omission,personName
Person,3febbe3a-bfcb-457c-bd51-e65febe0557a,100cf86c-e665-430e-b918-7778c9a8bc18,omission,personName
Person,ff6581ca-1748-4b1c-9d61-b002011b529e,87ac454f-b604-424b-828a-6f1e9874dfe0,omission,personName
Person,070ac028-e7b2-436a-9a1c-27488294e021,70353589-81b3-47b4-8d03-fd78243462ca,omission,personName
Person,976e6de5-b434-4ec5-b23d-b86b6449cb26,db3d8c0d-e2da-420b-b3c4-4b63d8e66390,omission,personName
Person,20fd8edf-a20e-42ab-a504-458552b1540d,1eed07d6-d399-4a77-8f5d-d425ad6bc9bf,omission,personName
Person,eb8afc40-af24-4d5a-b896-72f64e00b989,e6c4bd07-d2ba-4724-8256-f8a9623993af,omission,personName
Person,1b3252e9-7a59-4681-a02d-7023437200a4,1b3846d1-8244-4d73-91e8-19f440e23b75,omission,personName
